player_id,lastname,firstname,birth_date,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments,player_wikipedia_link
P-01315,Engels,Stephan,1960-09-06,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Stephan_Engels
P-04650,Englebert,Gaëtan,1976-06-11,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Ga%C3%ABtan_Englebert
P-03589,Engqvist,Leif,1962-07-30,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Leif_Engqvist
P-02769,Enoh,Eyong,1986-03-23,0,0,1,0,2,2010. 2014,https://en.wikipedia.org/wiki/Eyong_Enoh
P-02302,Enoka,Edmond,1955-12-17,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Edmond_Enoka
P-03309,Enrique,Héctor,1962-04-26,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/H%C3%A9ctor_Enrique
P-00381,Enrique,Luis,1970-05-08,0,0,1,0,3,1994. 1998. 2002,https://en.wikipedia.org/wiki/Luis_Enrique
P-03426,Enyeama,Vincent,1982-08-29,1,0,0,0,3,2002. 2010. 2014,https://en.wikipedia.org/wiki/Vincent_Enyeama
P-03278,Epalle,Joël,1978-02-20,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Jo%C3%ABl_Epalle
P-02288,Erassa,Affo,1983-02-19,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Affo_Erassa
P-05423,Erazo,Frickson,1988-05-05,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Frickson_Erazo
P-03975,Ercan,Abdullah,1971-12-08,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Abdullah_Ercan
P-03220,Erdem,Arif,1972-01-02,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Arif_Erdem
P-05256,Erdem,Naci,1931-01-28,0,1,0,0,1,1954,https://en.wikipedia.org/wiki/Naci_Erdem
P-07899,Ergić,Ivan,1981-01-21,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Ivan_Ergi%C4%87
P-09102,Erhardt,Herbert,1930-07-06,0,1,0,0,3,1954. 1958. 1962,https://en.wikipedia.org/wiki/Herbert_Erhardt
P-03262,Eriksen,Christian,1992-02-14,0,0,1,0,2,2010. 2018,https://en.wikipedia.org/wiki/Christian_Eriksen
P-08203,Eriksen,John,1957-11-20,0,0,0,1,1,1986,https://en.wikipedia.org/wiki/John_Eriksen
P-03170,Eriksen,Nils,1911-03-05,0,1,0,0,1,1938,https://en.wikipedia.org/wiki/Nils_Eriksen
P-00106,Eriksson,Ivar,1909-12-25,0,1,0,0,1,1938,https://en.wikipedia.org/wiki/Ivar_Eriksson
P-08041,Eriksson,Jan,1967-08-24,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Jan_Eriksson_(footballer._born_1967)
P-09182,Eriksson,Lars,1965-09-21,1,0,0,0,2,1990. 1994,https://en.wikipedia.org/wiki/Lars_Eriksson_(footballer._born_1965)
P-09780,Eriksson,Leif,1942-03-20,0,0,1,0,1,1970,https://en.wikipedia.org/wiki/Leif_Eriksson_(footballer)
P-03477,Erlandsson,Ingemar,1957-11-16,0,1,0,0,1,1978,https://en.wikipedia.org/wiki/Ingemar_Erlandsson
P-09726,Erlingmark,Magnus,1968-07-08,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Magnus_Erlingmark
P-08862,Ersoy,Şükrü,1934-01-14,1,0,0,0,1,1954,https://en.wikipedia.org/wiki/%C5%9E%C3%BCkr%C3%BC_Ersoy
P-01846,Ertan,Mustafa,1926-04-21,0,1,0,0,1,1954,https://en.wikipedia.org/wiki/Mustafa_Ertan
P-03164,Eryol,Rober,1930-12-21,0,0,1,0,1,1954,https://en.wikipedia.org/wiki/Rober_Eryol
P-09545,Escalada,Guillermo,1936-04-24,0,0,0,1,1,1962,https://en.wikipedia.org/wiki/Guillermo_Escalada
P-09881,Eschmann,Norbert,1933-09-19,0,0,1,1,2,1954. 1962,https://en.wikipedia.org/wiki/Norbert_Eschmann
P-07844,Escobar,Andrés,1967-03-13,0,1,0,0,2,1990. 1994,https://en.wikipedia.org/wiki/Andr%C3%A9s_Escobar
P-07312,Escobar,Enzo,1951-11-10,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Enzo_Escobar
P-00624,Escobar,Eusebio,1936-07-02,0,0,0,1,1,1962,https://en.wikipedia.org/wiki/Eusebio_Escobar
P-07868,Escobar,Fidel,1995-01-09,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Fidel_Escobar
P-02323,Escober,Donis,1981-02-03,1,0,0,0,2,2010. 2014,https://en.wikipedia.org/wiki/Donis_Escober
P-08892,Escuti,Misael,1926-12-20,1,0,0,0,1,1962,https://en.wikipedia.org/wiki/Misael_Escuti
P-07254,Eskandarian,Andranik,1951-12-31,0,1,0,0,1,1978,https://en.wikipedia.org/wiki/Andranik_Eskandarian
P-00168,España,Miguel,1961-04-04,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Miguel_Espa%C3%B1a
P-06766,Espárrago,Víctor,1944-10-06,0,0,1,0,3,1966. 1970. 1974,https://en.wikipedia.org/wiki/V%C3%ADctor_Esp%C3%A1rrago
P-02706,Espinoza,César,1900-09-28,1,0,0,0,1,1930,https://en.wikipedia.org/wiki/C%C3%A9sar_Espinoza_(Chilean_footballer)
P-01421,Espinoza,Giovanny,1977-04-12,0,1,0,0,2,2002. 2006,https://en.wikipedia.org/wiki/Giovanny_Espinoza
P-08812,Espinoza,Missael,1965-04-12,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Missael_Espinoza
P-06921,Espinoza,Roger,1986-10-25,0,0,1,1,2,2010. 2014,https://en.wikipedia.org/wiki/Roger_Espinoza
P-05527,Essediri,Karim,1979-07-29,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Karim_Essediri
P-00530,Essien,Michael,1982-12-03,0,0,1,0,2,2006. 2014,https://en.wikipedia.org/wiki/Michael_Essien
P-04644,Estay,Fabián,1968-10-05,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Fabi%C3%A1n_Estay
P-09617,Esterházy,Márton,1956-04-09,0,0,0,1,1,1986,https://en.wikipedia.org/wiki/M%C3%A1rton_Esterh%C3%A1zy
P-02808,Estili,Hamid,1967-04-01,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Hamid_Estili
P-06429,Estrada,Andrés,1967-11-12,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Andr%C3%A9s_Estrada
P-01850,Estrada,Carlos,1961-11-01,0,0,0,1,1,1990,https://en.wikipedia.org/wiki/Carlos_Estrada
P-00717,Estrada,Marco,1983-05-28,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Marco_Estrada_(footballer)
P-07770,Etcheverry,Marco,1970-09-26,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Marco_Etcheverry
P-09526,Etcheverry,Romildo,not available,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Romildo_Etcheverry
P-02645,Etebo,Peter,1995-11-09,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Peter_Etebo
P-00030,Etepe,Kakoko,1950-11-22,0,0,0,1,1,1974,https://en.wikipedia.org/wiki/Kakoko_Etepe
P-03935,Eto'o,Samuel,1981-03-10,0,0,0,1,4,1998. 2002. 2010. 2014,https://en.wikipedia.org/wiki/Samuel_Eto%27o
P-05535,Ettori,Jean-Luc,1955-07-29,1,0,0,0,1,1982,https://en.wikipedia.org/wiki/Jean-Luc_Ettori
P-07394,Etuhu,Dickson,1982-06-08,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Dickson_Etuhu
P-03061,Etxeberria,Joseba,1977-09-05,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Joseba_Etxeberria
P-01633,Eusébio,not applicable,1942-01-25,0,0,0,1,1,1966,https://en.wikipedia.org/wiki/Eus%C3%A9bio
P-05193,Evani,Alberigo,1963-01-01,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Alberigo_Evani
P-07766,Evans,Allan,1956-10-12,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Allan_Evans_(footballer)
P-09949,Evans,Bobby,1927-07-16,0,1,0,0,2,1954. 1958,https://en.wikipedia.org/wiki/Bobby_Evans_(footballer)
P-04860,Evans,Paul,1973-12-28,1,0,0,0,1,1998,https://en.wikipedia.org/wiki/Paul_Evans_(soccer._born_1973)
P-00754,Evaristo,Juan,1902-06-20,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Juan_Evaristo
P-06416,Evaristo,Mario,1908-12-10,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Mario_Evaristo
P-05868,Everaldo,not applicable,1944-09-11,0,1,0,0,1,1970,https://en.wikipedia.org/wiki/Everaldo_(footballer._born_1944)
P-00046,Evra,Patrice,1981-05-15,0,1,0,0,2,2010. 2014,https://en.wikipedia.org/wiki/Patrice_Evra
P-08573,Eyjólfsson,Hólmar Örn,1990-08-06,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/H%C3%B3lmar_%C3%96rn_Eyj%C3%B3lfsson
P-04353,Eyobo,Oscar,1961-10-23,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Oscar_Eyobo
P-06240,Eyzaguirre,Luis,1939-06-22,0,1,0,0,2,1962. 1966,https://en.wikipedia.org/wiki/Luis_Eyzaguirre
P-04243,Ezatolahi,Saeid,1996-10-01,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Saeid_Ezatolahi
P-01899,Ezenwa,Ikechukwu,1988-10-16,1,0,0,0,1,2018,https://en.wikipedia.org/wiki/Ikechukwu_Ezenwa
P-03467,Ezeugo,Emeka,1965-12-16,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Emeka_Ezeugo
P-07991,Fabbri,Néstor,1968-04-29,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/N%C3%A9stor_Fabbri
P-03922,Fabián,Marco,1989-07-21,0,0,1,1,2,2014. 2018,https://en.wikipedia.org/wiki/Marco_Fabi%C3%A1n
P-06981,Fabiano,Luís,1980-11-08,0,0,0,1,1,2010,https://en.wikipedia.org/wiki/Lu%C3%ADs_Fabiano
P-01502,Fabiański,Łukasz,1985-04-18,1,0,0,0,2,2006. 2018,https://en.wikipedia.org/wiki/%C5%81ukasz_Fabia%C5%84ski
P-03059,Fàbregas,Cesc,1987-05-04,0,0,1,0,3,2006. 2010. 2014,https://en.wikipedia.org/wiki/Cesc_F%C3%A0bregas
P-08952,Facchetti,Giacinto,1942-07-18,0,1,0,0,3,1966. 1970. 1974,https://en.wikipedia.org/wiki/Giacinto_Facchetti
P-01171,Facundo,Héctor,1937-11-02,0,0,0,1,1,1962,https://en.wikipedia.org/wiki/H%C3%A9ctor_Facundo
P-06879,Fadiga,Khalilou,1974-12-30,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Khalilou_Fadiga
P-06868,Fadili,Jalili,1940-01-01,0,1,0,0,1,1970,https://en.wikipedia.org/wiki/Jalili_Fadili
P-01581,Faé,Emerse,1984-01-24,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Emerse_Fa%C3%A9
P-01503,Fagner,not applicable,1989-06-11,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Fagner_Conserva_Lemos
P-07404,Fagoaga,Ramón,1952-01-12,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Ram%C3%B3n_Fagoaga
P-09025,Fahmy,Aziz,not available,1,0,0,0,1,1934,https://en.wikipedia.org/wiki/Aziz_Fahmy
P-02813,Fahrian,Wolfgang,1941-05-31,1,0,0,0,1,1962,https://en.wikipedia.org/wiki/Wolfgang_Fahrian
P-05845,Fajardo,Luis,1963-08-18,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Luis_Fajardo_Posada
P-09032,Fajr,Fayçal,1988-08-01,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Fay%C3%A7al_Fajr
P-03402,Falcao,Radamel,1986-02-10,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Radamel_Falcao
P-05820,Falcão,not applicable,1953-10-16,0,0,1,0,2,1982. 1986,https://en.wikipedia.org/wiki/Paulo_Roberto_Falc%C3%A3o
P-01767,Falin,Yuri,1937-04-02,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/Yuri_Falin
P-07279,Fallon,Rory,1982-03-20,0,0,0,1,1,2010,https://en.wikipedia.org/wiki/Rory_Fallon
P-05258,Fan,Zhiyi,1969-11-06,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Fan_Zhiyi
P-01887,Faraki,Hossein,1956-04-19,0,0,0,1,1,1978,https://en.wikipedia.org/wiki/Hossein_Faraki
P-01105,Faras,Ahmed,1946-12-07,0,0,0,1,1,1970,https://en.wikipedia.org/wiki/Ahmed_Faras
P-07315,Farfán,Jefferson,1984-10-26,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Jefferson_Farf%C3%A1n
P-03766,Farfán,Salvador,1932-06-22,0,0,1,0,1,1962,https://en.wikipedia.org/wiki/Salvador_Farf%C3%A1n
P-09817,Farías,Arturo,1927-09-01,0,1,0,0,1,1950,https://en.wikipedia.org/wiki/Arturo_Far%C3%ADas
P-01223,Farías,Rogelio,1949-08-13,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Rogelio_Far%C3%ADas
P-09059,Fariba,Behtash,1955-02-11,0,0,0,1,1,1978,https://en.wikipedia.org/wiki/Behtash_Fariba
P-06508,Farkas,János,1942-03-27,0,0,0,1,2,1962. 1966,https://en.wikipedia.org/wiki/J%C3%A1nos_Farkas
P-04936,Farnerud,Pontus,1980-06-04,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Pontus_Farnerud
P-07592,Fathy,Ahmed,1984-11-10,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Ahmed_Fathy
P-08600,Fatton,Jacques,1925-12-19,0,0,0,1,2,1950. 1954,https://en.wikipedia.org/wiki/Jacques_Fatton
P-00853,Fattori,Osvaldo,1922-06-22,0,1,0,0,1,1950,https://en.wikipedia.org/wiki/Osvaldo_Fattori
P-07974,Faulhaber,Gerrit,1912-09-22,0,0,1,0,1,1938,https://en.wikipedia.org/wiki/Gerrit_Faulhaber
P-04503,Fausto,not applicable,1905-01-28,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Fausto_dos_Santos
P-07685,Fawzi,Abdulrahman,1909-08-11,0,0,0,1,1,1934,https://en.wikipedia.org/wiki/Abdulrahman_Fawzi
P-05111,Faye,Amdy,1977-03-12,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Amdy_Faye
P-07290,Fayzulin,Viktor,1986-04-22,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Viktor_Fayzulin
P-07494,Fazekas,László,1947-10-15,0,0,0,1,2,1978. 1982,https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_Fazekas
P-09406,Fazio,Federico,1987-03-17,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Federico_Fazio
P-03868,Fede,not applicable,1912-10-14,0,0,1,0,1,1934,https://en.wikipedia.org/wiki/Federico_S%C3%A1iz
P-01591,Federici,Adam,1985-01-31,1,0,0,0,1,2010,https://en.wikipedia.org/wiki/Adam_Federici
P-07976,Fedosov,Genrich,1932-12-06,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/Genrich_Fedosov
P-09126,Feghouli,Sofiane,1989-12-26,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Sofiane_Feghouli
P-09187,Feiersinger,Wolfgang,1965-01-30,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Wolfgang_Feiersinger
P-03770,Feigenbaum,Yehoshua,1947-12-05,0,0,0,1,1,1970,https://en.wikipedia.org/wiki/Yehoshua_Feigenbaum
P-01882,Feilhaber,Benny,1985-01-19,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Benny_Feilhaber
P-05919,Fejzić,Jasmin,1986-05-15,1,0,0,0,1,2014,https://en.wikipedia.org/wiki/Jasmin_Fejzi%C4%87
P-02762,Fekir,Nabil,1993-07-18,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Nabil_Fekir
P-04065,Felecan,Iacob,1914-03-01,0,1,0,0,1,1938,https://en.wikipedia.org/wiki/Iacob_Felecan
P-03232,Félix,not applicable,1937-12-24,1,0,0,0,1,1970,https://en.wikipedia.org/wiki/F%C3%A9lix_Mi%C3%A9lli_Venerando
P-00718,Fellaini,Marouane,1987-11-22,0,0,1,0,2,2014. 2018,https://en.wikipedia.org/wiki/Marouane_Fellaini
P-06263,Fenwick,Terry,1959-11-17,0,1,0,0,1,1986,https://en.wikipedia.org/wiki/Terry_Fenwick
P-00159,Fenyvesi,Máté,1933-09-20,0,0,0,1,3,1958. 1962. 1966,https://en.wikipedia.org/wiki/M%C3%A1t%C3%A9_Fenyvesi
P-03709,Fer,Leroy,1990-01-05,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Leroy_Fer
P-00383,Ferdinand,Les,1966-12-08,0,0,0,1,1,1998,https://en.wikipedia.org/wiki/Les_Ferdinand
P-06624,Ferdinand,Rio,1978-11-07,0,1,0,0,3,1998. 2002. 2006,https://en.wikipedia.org/wiki/Rio_Ferdinand
P-01382,Fergani,Ali,1952-09-21,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Ali_Fergani
P-06838,Fernandes,Bruno,1994-09-08,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Bruno_Fernandes
P-04444,Fernandes,Daniel,1983-09-25,1,0,0,0,1,2010,https://en.wikipedia.org/wiki/Daniel_Fernandes_(footballer)
P-01302,Fernandes,Gélson,1986-09-02,0,0,1,0,3,2010. 2014. 2018,https://en.wikipedia.org/wiki/Gelson_Fernandes
P-06947,Fernandes,Manuel,1986-02-05,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Manuel_Fernandes_(footballer._born_1986)
P-00156,Fernandes,Mário,1990-09-19,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/M%C3%A1rio_Fernandes_(footballer)
P-06785,Fernández,Álvaro,1985-10-11,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/%C3%81lvaro_Fern%C3%A1ndez_(Uruguayan_footballer)
P-05921,Fernández,Ángel,1971-08-02,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/%C3%81ngel_Fern%C3%A1ndez
P-09943,Fernández,Arturo,1910-04-10,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Arturo_Fern%C3%A1ndez_(footballer)
P-05805,Fernández,Augusto,1986-04-10,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Augusto_Fern%C3%A1ndez
P-04453,Fernández,Federico,1989-02-21,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Federico_Fern%C3%A1ndez_(footballer)
P-03167,Fernández,Félix,1967-01-11,1,0,0,0,1,1994,https://en.wikipedia.org/wiki/F%C3%A9lix_Fern%C3%A1ndez_(footballer)
P-01939,Fernández,Gualberto,1941-07-12,1,0,0,0,1,1970,https://en.wikipedia.org/wiki/Gualberto_Fern%C3%A1ndez
P-02180,Fernández,Gustavo,1952-02-16,1,0,0,0,1,1974,https://en.wikipedia.org/wiki/Gustavo_Fern%C3%A1ndez_(Uruguayan_footballer)
P-01703,Fernández,José,1939-02-14,0,1,0,0,1,1970,https://en.wikipedia.org/wiki/Jos%C3%A9_Fern%C3%A1ndez_(footballer._born_1939)
P-04382,Fernández,Lorenzo,1900-05-20,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Lorenzo_Fern%C3%A1ndez
P-07435,Fernández,Luis,1959-10-02,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Luis_Fern%C3%A1ndez
P-01052,Fernández,Matías,1986-05-15,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Mat%C3%ADas_Fern%C3%A1ndez
P-01830,Fernández,René,1906-01-01,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Ren%C3%A9_Fern%C3%A1ndez
P-03223,Fernández,Roberto,1954-07-09,1,0,0,0,1,1986,https://en.wikipedia.org/wiki/Roberto_Fern%C3%A1ndez_(footballer._born_1954)
P-05754,Fernández,Sebastián,1985-05-23,0,0,0,1,1,2010,https://en.wikipedia.org/wiki/Sebasti%C3%A1n_Fern%C3%A1ndez
P-01184,Fernández,Tomás,not available,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Tom%C3%A1s_Fern%C3%A1ndez_(footballer._born_1915)
P-07790,Fernandinho,not applicable,1985-05-04,0,0,1,0,2,2014. 2018,https://en.wikipedia.org/wiki/Fernandinho_(footballer._born_May_1985)
P-04545,Fernando,not applicable,1906-03-01,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Fernando_Guidicelli
P-09718,Fernando,not applicable,1965-09-11,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Fernando_G%C3%B3mez_(footballer._born_1965)
P-04078,Fernie,Willie,1928-11-22,0,0,0,1,2,1954. 1958,https://en.wikipedia.org/wiki/Willie_Fernie_(footballer)
P-00870,Ferrante,Ugo,1945-07-18,0,0,1,0,1,1970,https://en.wikipedia.org/wiki/Ugo_Ferrante
P-01159,Ferrara,Ciro,1967-02-11,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Ciro_Ferrara
P-06750,Ferrari,Giovanni,1907-12-06,0,0,0,1,2,1934. 1938,https://en.wikipedia.org/wiki/Giovanni_Ferrari
P-04747,Ferrario,Rino,1926-12-07,0,0,1,0,1,1954,https://en.wikipedia.org/wiki/Rino_Ferrario
P-01640,Ferraris,Attilio,1904-03-26,0,0,1,0,1,1934,https://en.wikipedia.org/wiki/Attilio_Ferraris
P-00963,Ferraris,Pietro,1912-02-15,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Pietro_Ferraris
P-07544,Ferreira,Buenaventura,1960-07-04,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Buenaventura_Ferreira
P-05678,Ferreira,Manuel,1905-10-22,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Manuel_Ferreira_(footballer)
P-00358,Ferreira,Paulo,1979-01-18,0,1,0,0,2,2006. 2010,https://en.wikipedia.org/wiki/Paulo_Ferreira
P-00256,Ferreiro,Roberto,1935-04-25,0,1,0,0,1,1966,https://en.wikipedia.org/wiki/Roberto_Ferreiro
P-06171,Ferrel,Leonardo,1923-07-07,0,0,1,0,1,1950,https://en.wikipedia.org/wiki/Leonardo_Ferrel
P-00229,Ferrer,Albert,1970-06-06,0,1,0,0,2,1994. 1998,https://en.wikipedia.org/wiki/Albert_Ferrer
P-02872,Ferrer,Pedro,not available,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Pedro_Ferrer_(footballer)
P-00076,Ferreri,Jean-Marc,1962-12-26,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Jean-Marc_Ferreri
P-00214,Ferri,Riccardo,1963-08-20,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Riccardo_Ferri
P-01050,Ferrini,Giorgio,1939-08-18,0,0,1,0,1,1962,https://en.wikipedia.org/wiki/Giorgio_Ferrini
P-04219,Fesselet,Gilbert,1928-04-16,0,0,1,0,1,1954,https://en.wikipedia.org/wiki/Gilbert_Fesselet
P-09915,Festa,Alberto,1939-07-21,0,1,0,0,1,1966,https://en.wikipedia.org/wiki/Alberto_Festa
P-04149,Fetfatzidis,Giannis,1990-12-21,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Giannis_Fetfatzidis
P-01934,Feudjou,Loïc,1992-04-14,1,0,0,0,1,2014,https://en.wikipedia.org/wiki/Maxime_Lo%C3%AFc_Feudjou
P-00884,Feureisl,Jiří,1931-10-03,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/Ji%C5%99%C3%AD_Feureisl
P-07391,Feurer,Herbert,1954-01-14,1,0,0,0,1,1982,https://en.wikipedia.org/wiki/Herbert_Feurer
P-08598,Feutmba,Roger,1968-10-31,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Roger_Feutmba
P-04976,Fiala,Jan,1956-05-19,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Jan_Fiala
P-07148,Fiala,Jean-Pierre,1969-04-22,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Jean-Pierre_Fiala
P-01307,Fichtel,Klaus,1944-11-19,0,1,0,0,1,1970,https://en.wikipedia.org/wiki/Klaus_Fichtel
P-08967,Fidélis,not applicable,1944-03-13,0,1,0,0,1,1966,https://en.wikipedia.org/wiki/Jos%C3%A9_Maria_Fid%C3%A9lis_dos_Santos
P-01024,Fieber,Peter,1964-05-16,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Peter_Fieber
P-03803,Fiedler,Bill,1910-01-10,0,0,1,0,1,1934,https://en.wikipedia.org/wiki/Bill_Fiedler
P-01715,Fierro,Gonzalo,1983-03-21,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Gonzalo_Fierro
P-03848,Fievez,Jean,1910-11-30,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Jean_Fievez
P-06677,Figo,Luís,1972-11-04,0,0,1,0,2,2002. 2006,https://en.wikipedia.org/wiki/Lu%C3%ADs_Figo
P-07247,Figueiredo,Ernesto,1937-07-06,0,0,0,1,1,1966,https://en.wikipedia.org/wiki/Ernesto_Figueiredo
P-04550,Figueiredo,Paulo,1972-11-28,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Paulo_Figueiredo
P-06093,Figueroa,Elías,1946-10-25,0,1,0,0,3,1966. 1974. 1982,https://en.wikipedia.org/wiki/El%C3%ADas_Figueroa
P-07812,Figueroa,Maynor,1983-05-02,0,1,0,0,2,2010. 2014,https://en.wikipedia.org/wiki/Maynor_Figueroa
P-08924,Figueroa,Roberto,1959-12-15,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Jos%C3%A9_Roberto_Figueroa
P-03432,Fileković,Suad,1978-09-16,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Suad_Filekovi%C4%87
P-04335,Filimonov,Aleksandr,1973-10-15,1,0,0,0,1,2002,https://en.wikipedia.org/wiki/Aleksandr_Filimonov
P-09772,Filipescu,Iulian,1974-03-29,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Iulian_Filipescu
P-02665,Fillol,Ubaldo,1950-07-21,1,0,0,0,3,1974. 1978. 1982,https://en.wikipedia.org/wiki/Ubaldo_Fillol
P-09006,Findley,Robbie,1985-08-04,0,0,0,1,1,2010,https://en.wikipedia.org/wiki/Robbie_Findley
P-00207,Finnan,Steve,1976-04-24,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Steve_Finnan
P-01866,Finnbogason,Alfreð,1989-02-01,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Alfre%C3%B0_Finnbogason
P-03077,Finney,Tom,1922-04-05,0,0,0,1,3,1950. 1954. 1958,https://en.wikipedia.org/wiki/Tom_Finney
P-04817,Finney,Tommy,1952-11-06,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Tommy_Finney
P-08137,Firm,Vladimir,1923-06-05,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Vladimir_Firm
P-01940,Firmino,Roberto,1991-10-02,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Roberto_Firmino
P-06020,Fischer,Andrzej,1952-01-15,1,0,0,0,1,1974,https://en.wikipedia.org/wiki/Andrzej_Fischer
P-01085,Fischer,Klaus,1949-12-27,0,0,0,1,2,1978. 1982,https://en.wikipedia.org/wiki/Klaus_Fischer
P-00770,Fischer,Viktor,1994-06-09,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Viktor_Fischer
P-04232,Fish,Mark,1974-03-14,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Mark_Fish
